67.38461538,56.23076923,110.9230769,116.0769231,170.1538462,195.2307692,191,53.69230769,7.230769231,5.846153846,7.846153846,16.76923077,53,105.3076923,76.38461538,11.07692308,38.92307692,61.53846154,53.69230769,37.92307692,29.76923077
112.7333333,115,125.3333333,129.6,102.1333333,76.2,77.73333333,37,15.73333333,12.6,14.53333333,39.66666667,72.73333333,69.66666667,83.66666667,17.26666667,41.93333333,71.13333333,40.6,37.66666667,30.06666667
53.64335664,66.75524476,68.85314685,66.44055944,66.52447552,70.27272727,71.2027972,36.63636364,16.07692308,14.56643357,18.11888112,30.5034965,47.15384615,68.6993007,60.06993007,31.64335664,44.37062937,57.45454545,52.55244755,43.87412587,37.38461538
32.75,50.41071429,50.53571429,53.875,48.57142857,46.21428571,39.69642857,21.60714286,18.80357143,16.01785714,17.83928571,22.76785714,28.19642857,32.03571429,38.98214286,36.01785714,31.94642857,35.76785714,39.32142857,41.39285714,27.48214286
44.73529412,52.97058824,61.52941176,39.29411765,37.32352941,45.55882353,40,18.47058824,15.14705882,15.85294118,17.20588235,27,40.41176471,43.58823529,36.73529412,45.70588235,45.82352941,49.38235294,59.44117647,47.79411765,40.26470588
56.13513514,63.09459459,73.81081081,67.86486486,59.86486486,56.08108108,51.01351351,30.12162162,16.64864865,14.55405405,18.74324324,30.47297297,45.55405405,59.43243243,59.40540541,32.35135135,41.72972973,57.18918919,44.62162162,41.27027027,32.37837838
54.17391304,62.56521739,58.93478261,52.15217391,45.06521739,41.97826087,39.52173913,25.02173913,13.91304348,12.54347826,18.17391304,27.89130435,36.56521739,43.32608696,38.97826087,40.43478261,44.39130435,46.45652174,47.45652174,40.04347826,32.36956522
37.52173913,40.58695652,47.06521739,49.10869565,51.82608696,57.2173913,60.36956522,44.63043478,22.06521739,21.91304348,31.82608696,42.7826087,45.73913043,51.34782609,47.58695652,49.65217391,53.52173913,48.52173913,43.47826087,50.56521739,52.93478261
35.39130435,31,40.73913043,45.86956522,46.56521739,54.17391304,56.47826087,38.86956522,21.82608696,18.60869565,29.86956522,47.52173913,44.69565217,49.2173913,31.39130435,41.69565217,44.39130435,42.65217391,47.65217391,53.91304348,42.7826087
63.45238095,72.97619048,66.76190476,80.14285714,69.73809524,64.4047619,69.19047619,22.88095238,25.45238095,16.76190476,20.95238095,36.54761905,52.38095238,55.28571429,47.4047619,24.88095238,37.35714286,47.66666667,49.16666667,46.5952381,46.21428571
69.4137931,79.82758621,62.55172414,55.34482759,49.72413793,50.75862069,63.24137931,40.44827586,17.4137931,13.89655172,18.62068966,32.31034483,42.4137931,61.4137931,39.13793103,28.4137931,33.55172414,53.17241379,71.79310345,57.68965517,42.13793103
51.30666667,54.36,67.01333333,66.29333333,47.53333333,39.05333333,37.97333333,26.53333333,14.21333333,12.48,17.58666667,30.6,44,53.88,43.89333333,30.61333333,37.98666667,49.96,56,48.24,38.4
45.96666667,46.36666667,50.46666667,50.63333333,53.33333333,56.83333333,58.3,42.6,41,46.06666667,44.4,48.86666667,50.63333333,55.73333333,42.93333333,44.1,51.56666667,55.96666667,64.26666667,63.8,41.96666667
27.73170732,40.46341463,35.02439024,32.41463415,38.43902439,34.2195122,26.48780488,23.17073171,11.51219512,12.92682927,17.95121951,26.19512195,32.24390244,49.80487805,38.14634146,41.24390244,44.04878049,50.46341463,49.85365854,45.48780488,37.07317073
