32.61538462,48.53846154,49.61538462,47.15384615,61.61538462,56.84615385,17,14.23076923,30,36.30769231,10.53846154,23.76923077,20,22.69230769,41.84615385,42.23076923,58.92307692,139.2307692,53.07692308,13.46153846,39.53846154,64.46153846
54.4,82.86666667,119.9333333,150,80.66666667,88.8,75.06666667,41.46666667,99.4,83.33333333,58.26666667,57.26666667,47.2,48.46666667,82.6,164.5333333,158,174.0666667,77.73333333,42,47,118.4
55.44055944,74.44055944,92.90909091,108.8321678,101.0629371,63.87412587,45.69230769,47.03496503,64.76923077,76.78321678,65.62937063,62.04195804,75.0979021,72.88111888,87.39160839,86.8951049,96.86713287,101.972028,73.23076923,53.47552448,59.1958042,84.85314685
54.57142857,88.03571429,121.7857143,152.4642857,153.6607143,84.28571429,55.92857143,58.83928571,66.66071429,86.60714286,100.2142857,95.14285714,115.8214286,134.875,104.2857143,85.30357143,100.5,113.3928571,70.35714286,50.78571429,86,135.1071429
57.69565217,71.73913043,81.08695652,98.08695652,73.86956522,54.43478261,49.26086957,62.73913043,58.65217391,57,51.34782609,61.39130435,54,56.39130435,73.34782609,83.26086957,83.26086957,86.60869565,63.2173913,43.73913043,55.7826087,73.7826087
58.06896552,88.75862069,93.20689655,110.3448276,89.06896552,64.34482759,115.0689655,90.82758621,64.44827586,89.06896552,92,103.7586207,70.44827586,124.3103448,126.3793103,122.7241379,108.8965517,112.3448276,102.3448276,83.86206897,38.89655172,75.93103448
70.77333333,118.8533333,117.08,122.68,95.18666667,58.68,66.02666667,48.58666667,61,81.72,54.81333333,53.17333333,51.6,59.10666667,93.92,91.24,92.05333333,117.9866667,71.21333333,39.53333333,38.54666667,68.90666667
62.08823529,91.97058824,112.8823529,132.7352941,93.44117647,64.29411765,54.38235294,83.88235294,107.8235294,121.8235294,120.1764706,126.6764706,87.61764706,85.70588235,104.6176471,135.7352941,144.1470588,146.8529412,75.41176471,56.05882353,57.41176471,97.76470588
48.89189189,81.2027027,129.0540541,164.0810811,140.2972973,50.33783784,31.27027027,41.64864865,63.71621622,89.7027027,115.8783784,56.68918919,94.33783784,72.44594595,63.98648649,89.89189189,111.5135135,142.2297297,139.7027027,80.18918919,60.97297297,75.10810811
74.7826087,100.0652174,122.1304348,117.0869565,111.5652174,110.2391304,76.06521739,89.04347826,122.3043478,117.1956522,98.58695652,133.4782609,108.2608696,77.06521739,102.1956522,117.1304348,131.3695652,110.5652174,48.06521739,44.36956522,66.41304348,108.9782609
78.43478261,109.2173913,125.3478261,143.5434783,121.1086957,67.02173913,60.17391304,67.97826087,112.0652174,100.3043478,67.43478261,79.63043478,100.9782609,72.73913043,97.2173913,108.2608696,117.1304348,127.4347826,48.56521739,42.06521739,64.34782609,101.6086957
47.76190476,67,76.73809524,117.547619,90.23809524,103.1190476,87.61904762,50.35714286,74.16666667,87.92857143,114.2380952,98.76190476,76.14285714,106.0952381,117,111.3095238,99.61904762,126.547619,138.2619048,165.4285714,86.80952381,77.88095238
82.23333333,86.83333333,98.63333333,103.4333333,89.86666667,94.96666667,80.1,95.56666667,96.96666667,107.4666667,76.6,101.7666667,80.66666667,88.86666667,73.1,76.33333333,69.26666667,55.46666667,58.73333333,60.56666667,72.03333333,72.3
57.58536585,89.6097561,111.8536585,125.3658537,85.02439024,40.97560976,25.53658537,46.82926829,36.19512195,46.14634146,62.04878049,78.46341463,87.31707317,104.3658537,95.75609756,80.43902439,83.92682927,92.31707317,95.46341463,86.36585366,97.2195122,113.5609756
