51.53846154,74.61538462,132.7692308,138.4615385,149,159.6923077,71.84615385,49.84615385,47.61538462,11.53846154,32,21.15384615,14.30769231,27,40.38461538
122.1333333,53.13333333,62.86666667,140.2666667,161.2,146.7333333,78.2,42.93333333,76.66666667,57,49.26666667,45.53333333,53.8,49.73333333,61.93333333
98.74125874,70.46153846,101.4685315,89.09090909,82.69230769,82.51048951,69.25874126,58.41258741,66.56643357,62.2027972,47.9020979,43.68531469,45.55944056,35.62237762,36.73426573
145.8571429,144.0714286,96.94642857,81.39285714,69.67857143,61.58928571,74.66071429,87.01785714,78.28571429,87.05357143,50.64285714,41.17857143,37.58928571,28.17857143,27.58928571
122.8823529,137.8235294,242.4117647,117.8235294,103.6176471,111.4411765,92,85,105.7941176,70.11764706,60.08823529,60.79411765,44.94117647,44.14705882,32.64705882
119.3783784,100.4324324,73.75675676,78.7027027,66.01351351,68.39189189,75.02702703,54.58108108,57.02702703,83.83783784,62.08108108,43.14864865,48.52702703,35.71621622,43.72972973
107.3043478,114.2173913,165.5869565,107.2826087,80.26086957,80.91304348,77.63043478,62.30434783,65.60869565,58.97826087,49.67391304,47.47826087,36.56521739,41.91304348,37.80434783
136.0869565,125.7608696,157.7608696,103.8913043,58,47.69565217,52.10869565,57.23913043,77.69565217,92.13043478,49.2173913,32.41304348,40.52173913,46.2826087,32.41304348
70.2173913,47.91304348,55.82608696,64.43478261,67.04347826,61.73913043,56.60869565,50.13043478,56.52173913,38.7826087,28.7826087,27.39130435,41.91304348,47.13043478,32.7826087
71.69047619,35.71428571,110.8333333,95.19047619,87.19047619,109.452381,43.30952381,41.16666667,90.14285714,99.0952381,38.9047619,39.9047619,36.52380952,41.14285714,48.80952381
87.37931034,67.31034483,216.2413793,170.2413793,118.8275862,163.6551724,102.3793103,81.72413793,141.7931034,83.93103448,39.55172414,36.72413793,49.20689655,55.68965517,53.86206897
78.90666667,58.84,243.0266667,133.0666667,101.1066667,122.1066667,78.05333333,42.68,85.73333333,83.52,56.02666667,47.4,47.53333333,42.24,42.8
72.73333333,85.16666667,70.5,55.56666667,66.03333333,71.5,65.03333333,64.1,60.46666667,81.36666667,63.46666667,48.43333333,57.63333333,65.76666667,53.96666667
107.6585366,93.6097561,81.04878049,62.04878049,67.04878049,64.68292683,61.07317073,66.31707317,74.12195122,75.34146341,61,56.09756098,61.87804878,43.51219512,26.75609756
