23.92307692,23.30769231,17.92307692,12.53846154,36,79.61538462,60.30769231,96.76923077,48.53846154,12.53846154,29.15384615,23.38461538,13.30769231,9.461538462,8.230769231,24.92307692,28.84615385,39.69230769,9.076923077,29.07692308,27.30769231,28.84615385,26.84615385,44.46153846,113.6923077,13.38461538,5.846153846,8.615384615,40.30769231,66.07692308,62.69230769,11.76923077,15.38461538,14.84615385,24.15384615,28.07692308,56.69230769,46.30769231,22,33.23076923,38.76923077,20.92307692,18,26.46153846,64.15384615,61.38461538,24.84615385,24.76923077,32.84615385,39.38461538,10,8.307692308,8.076923077,8.615384615,20.15384615,10.92307692,14.23076923,39.15384615,57.38461538,58.76923077,87.07692308,102.6153846
52.2,48.86666667,36.06666667,21.8,37.8,63.33333333,77.8,79.53333333,61.6,31.6,36.2,36.06666667,20.73333333,23.33333333,22.2,27.46666667,41.93333333,39.33333333,17.8,37.66666667,33.53333333,27.8,38.73333333,48.06666667,57.93333333,24.4,12.4,21.6,35.4,41.73333333,41.66666667,29.4,31.8,34.53333333,24.13333333,30.33333333,61.8,36.4,25.86666667,27.53333333,38.93333333,33.86666667,32.13333333,46.2,54.53333333,48.2,51.73333333,31.6,51.06666667,51.13333333,13.26666667,12.06666667,12.13333333,13.86666667,23.26666667,20.73333333,28.4,45,41.8,44.66666667,54.13333333,64.8
37.56643357,33.58041958,30.0979021,24.72027972,33.82517483,51.87412587,55.2027972,66.25174825,44.69230769,29.35664336,36.40559441,38.58041958,27.65034965,26.62937063,25.95804196,32.56643357,37.20979021,37.5034965,23.47552448,33.63636364,38.88111888,33.35664336,37.81818182,42.3006993,49.46153846,31.37062937,17.5034965,19.44055944,28.11188811,37.86013986,41.17482517,32.60839161,33.42657343,35.74125874,32.60839161,33.06993007,46.55944056,39.34265734,34.03496503,33.60839161,36.43356643,32.51748252,32.37062937,39,48.57342657,45.2027972,43.37762238,37.64335664,41.13986014,40.97202797,22.13986014,17.25874126,17.81118881,19,23.86713287,22.58041958,26.86713287,29.55944056,33.63636364,36.91608392,44.38461538,41.76223776
46.80357143,46.33928571,39.19642857,30.75,27.76785714,33.80357143,47.16071429,41.33928571,32.67857143,32.80357143,30.71428571,31.64285714,22.46428571,26.23214286,26.67857143,27.53571429,40.57142857,43.57142857,29.26785714,29.03571429,39.07142857,32.21428571,30.08928571,28.21428571,32.82142857,27.82142857,17.33928571,15.51785714,27.41071429,25.94642857,29.05357143,36.83928571,35.78571429,44.01785714,30.35714286,35.33928571,45.94642857,36.91071429,29.71428571,28.83928571,39.48214286,43.82142857,62.55357143,112.0892857,67.03571429,53.21428571,47.32142857,61.875,69.58928571,50.89285714,23.5,15.91071429,14.44642857,17.92857143,22.42857143,25.44642857,27.01785714,26.16071429,29.51785714,31.75,34.92857143,36.51785714
22.08695652,24.65217391,18.47826087,23.04347826,32.47826087,32.26086957,39.56521739,31.65217391,28.7826087,19.30434783,31.30434783,32.08695652,31.43478261,30.95652174,32.56521739,23.26086957,16.86956522,26.7826087,26.17391304,35.30434783,32.91304348,39.95652174,42.17391304,36.39130435,37.7826087,34.30434783,24.82608696,18.43478261,17.39130435,24,31.52173913,35.2173913,35.47826087,24,20.39130435,26.69565217,27.13043478,29.47826087,21.7826087,34,40.73913043,20.52173913,23.86956522,33.26086957,31.73913043,36.04347826,36.69565217,41.52173913,28.52173913,32.65217391,22.82608696,17.60869565,16.04347826,17.08695652,17.82608696,23.08695652,21.17391304,26.26086957,28.43478261,30.52173913,30.34782609,24.43478261
38.24137931,39.4137931,32.27586207,30.37931034,35.68965517,49.27586207,47.44827586,63.27586207,38.06896552,25.10344828,24.13793103,32.06896552,21.31034483,17.89655172,16.48275862,26.75862069,29.37931034,31.51724138,19.06896552,33.48275862,38.62068966,41.06896552,38.86206897,48.17241379,59,34.65517241,15.72413793,20.5862069,31.06896552,49.13793103,59.13793103,65.55172414,41.5862069,41.37931034,49.34482759,91.68965517,94.68965517,54,45.79310345,34.79310345,62.96551724,61.75862069,57.17241379,85,67.03448276,146.6551724,102,115.1724138,79.62068966,67.82758621,14.31034483,13.65517241,15.86206897,16.68965517,17.4137931,19.93103448,25.31034483,30.51724138,37.96551724,36.65517241,36.51724138,40.86206897
39.16,34.32,32.17333333,30.84,35.98666667,43.29333333,36.66666667,44.28,36.12,25.90666667,31.16,34.24,32.50666667,27.22666667,26.02666667,31.33333333,35.92,39.02666667,26.57333333,37.17333333,33.48,42.02666667,33.92,45.16,36.86666667,24.61333333,16.58666667,17.88,26.90666667,40.14666667,37.48,19.93333333,36.10666667,44.44,33.68,39.36,42.72,38.12,41.24,41.58666667,41.64,38.24,33.13333333,42.76,46.41333333,47.88,45.57333333,37.98666667,46.77333333,43.54666667,20.84,18.17333333,20.08,22.56,26.17333333,25.14666667,28.90666667,32.89333333,35.17333333,38.18666667,34.42666667,36.86666667
23.91176471,32.82352941,27.32352941,37.17647059,37.64705882,38.79411765,40.05882353,40.5,24.82352941,28.94117647,46.76470588,42.44117647,40.32352941,30.35294118,37.08823529,32.38235294,39.35294118,45.76470588,35,33.94117647,35.67647059,32.20588235,36.26470588,44.17647059,35.88235294,26.02941176,13.91176471,16.35294118,23.64705882,31.94117647,29.38235294,26.05882353,23.91176471,39.32352941,44.52941176,30.55882353,39.44117647,40.76470588,44.82352941,38,36.79411765,24.20588235,35.41176471,38.35294118,48.82352941,40.44117647,41.26470588,45.05882353,40.55882353,25.29411765,28.70588235,20.02941176,26.11764706,25.70588235,33.91176471,30.76470588,32.26470588,31.94117647,35.82352941,37.70588235,39.61764706,34.64705882
47.74324324,42.37837838,35.33783784,26.91891892,38.27027027,45.78378378,56.90540541,60.71621622,46.13513514,30.64864865,34.97297297,35.94594595,24.40540541,33.43243243,26.39189189,27.97297297,38.64864865,46.59459459,24.41891892,36.37837838,41.7027027,37.14864865,39.52702703,39.93243243,35,31.58108108,14.16216216,19.86486486,27.25675676,42.16216216,39.40540541,37.01351351,35.7027027,45.45945946,31.59459459,33.09459459,41.17567568,35.56756757,37.17567568,32.2027027,49.32432432,38,33.35135135,42.04054054,47.37837838,45.87837838,41.7027027,36.62162162,48.43243243,47.78378378,21.89189189,17.41891892,17.97297297,21.48648649,27.08108108,24.56756757,27.01351351,33.41891892,36.52702703,39.58108108,36.60810811,40.90540541
32.91304348,27.58695652,23.47826087,21.04347826,29.10869565,36.34782609,40.52173913,42.23913043,26.54347826,21.26086957,37.13043478,44.08695652,25.30434783,24.2173913,33.7173913,32.76086957,33.65217391,41.56521739,23.04347826,31.5,37.08695652,26.89130435,34.39130435,37.47826087,36.60869565,26.76086957,14.04347826,15.73913043,19.91304348,27.10869565,28.93478261,39.32608696,26.04347826,34.84782609,25.43478261,24.06521739,30.13043478,36.19565217,35.10869565,33.26086957,33.06521739,33.56521739,30.67391304,35.36956522,47.17391304,45.73913043,40.52173913,34.23913043,40.17391304,37.32608696,23.84782609,16.89130435,15.17391304,14.5,30.36956522,26.67391304,30.73913043,33.23913043,40.45652174,35.91304348,35.84782609,42.7826087
